rgn_id,year,value
1,2013,0.07890788814984262
2,2013,0.11324999150820077
3,2013,0.05378712522797287
4,2013,0.10013362974859774
5,2013,0.1415877473074943
6,2013,0.17357831280678512
7,2013,0.1864923918619752
8,2013,0.10110607906244695
